,listingTitle,listingPrice,listingTypeID,regionName1,regionName2,regionName3,latitude,longitude,listing_title,listing_type,description,energy_efficiency,Área Bruta Privativa m2,Área Bruta m2,Área Total do Lote m2,Área Útil m2,Quartos,Ano de construção,Piso,WCs,Elevador,Estacionamento
880,126021008-170,150000.0,13,Viseu,Viseu,Mundão,40.7003574084606,-7.88740407477597,126021008-170,Quinta,"Descrição   Quinta com cerca de 17.600m2 a 9km da Câmara Municipal. Contém edificação auto-sustentável que permite usufruir da privacidade do espaço. Excelente opção para períodos de lazer.  Dispõe de água própria através de poço. Local ideal para projetos de glamping, workshops ligados a natureza ou turismo selvagem.  Nota: área real superior à registada. Disponível para mais informação.",NC,60,--,12 997,--,--,,--,0,Não,Não
881,122461120-22,25000.0,21,Viseu,Tondela,Tondela e Nandufe,,,122461120-22,Terreno,"Descrição   Terreno Rústico situado em Tondela,com área total de 2700 m2. Árvores de fruto e oliveiras, todo vedado com muro em pedra.   Tem acesso direto de carro através de estrada alcatroada. Utilidades: água e eletricidade Existe ainda um espaço de apoio rural, para guardar as ferramentas de trabalho. Aqui poderá iniciar a sua horta biológica, usufruir da calma envolvente e da excelente exposição solar. Venha conhecer e ver o potencial deste espaço a 2 minutos do centro da cidade. Aguardamos por si.",NC,--,--,2 700,--,--,,--,0,Não,Não
882,122031154-24,290000.0,11,Viseu,Viseu,São João de Lourosa,40.6211395263672,-7.9439902305603,122031154-24,Moradia,"Descrição   Moradia T5 para venda em Viseu. Constituída da seguinte forma:  r/chão: sala com varanda e lareira; cozinha moblidada com varanda; casa de banho completa; dois quartos e um escritório; sótão: dois quartos e uma casa de banho completa; cave: um grande salão equipado com uma cozinha mobilada; casa de banho completa e um compartimento destinado a lavandaria e casa de máquinas.  Está equipada com aquecimento central completo, através de caldeira que pode trabalhar a lenha ou a pellets. Também possui um poço que abastece a moradia e a piscina. Localizada em zona tranquila, rodeada de espaços verdes, perto dos nós de acesso à IP3 e A25 e apenas a 4km do centro da cidade de Viseu. Encontra-se em processo de licenciamento na Câmara Municipal de Viseu, com vista à obtenção do Alvará de Utilização. Marque já a sua visita!",A,164,398,1 633,148,5,1997,--,3,Não,3 Lug.
883,122031169-25,142000.0,3,Viseu,Vila Nova de Paiva,"Vila Nova de Paiva, Alhais e Fráguas",40.8489685058594,-7.73080158233643,122031169-25,Duplex,"Descrição   Duplex T3 para venda Apartamento t3 duplex, situado na rua principal de vila Nova de Paiva, Rua Padre José Sá Marques. Daqui, pode deixar o carro na garagem, pois todo o comércio e serviços são próximos: escolas para todos os graus de ensino; farmácia; Centro de Saúde; médico particular; Finanças, Câmara Municipal; Conservatória, Segurança Social, entre outros serviços e comércio em geral. É composto por:  R/CHÃO  Cozinha/sala - open-space, com varanda a todo o comprimento;  Casa de banho; Porta de acesso pelo interior para garagem e escadas para o 1º andar.  1º ANDAR  Hall com janela e muita luz natural; 1 suite, com closet e porta para varanda, com vista para a rua principal; 2 quartos com portas totalmente em vidro, a todo o comprimento, para varanda com vistas desafogadas para a serra da Estrela; Casa de banho.  GARAGEM, com lugar para 2 carros e subida interior para apartamento. AQUECIMENTO CENTRAL através de chão radiante. De referir que este imóvel ainda se encontra em fase de acabamentos interiores, estando previsto a conclusão até Fevereiro de 2024. Adquira já este imóvel e escolha você mesmo os materiais de acabamento. Uma oportunidade única nesta vila. Compre e usufrua da incomparável qualidade de vida que esta vila possui.                                                      NÃO HESITE - CONTACTE-ME. MARQUE VISITA",A,115,--,--,105,3,2023,Duplex,6,Não,2 Lug.
884,124791004-243,180000.0,13,Viseu,Lamego,Lamego (Almacave e Sé),41.0869140625,-7.78188991546631,124791004-243,Quinta,"Descrição   A Quinta da Carranca é uma excelente oportunidade de negócio no prestigiado mercado da região do Douro, concelho de Lamego, património no Alto Douro Vinhateiro. Destaques da propriedade:  Possuí dois artigos urbanos, a moradia principal datada de 1937 necessita de remodelação, com dois pavimentos e uma área bruta de construção de 337,60 m2. O outro artigo urbano destinado a arrumos e que se encontra em ruínas, tem uma área de implantação de 83,71 m2 tendo possibilidade de ser reconstruído em dois pisos.  A quinta  com uma área de 3 hectares possuí água de mina, bons acessos, vistas panorâmicas para a cidade e  montanha.   Não perca esta oportunidade de negócio dando continuidade a este sonho!",F,189,--,30 772,--,--,1937,--,0,Não,3 Lug.
885,122031161-85,140000.0,1,Viseu,Castro Daire,Castro Daire,40.9257736206055,-7.90674114227295,122031161-85,Apartamento,"Descrição   Apartamento T3, localizado na Av. da Misericórdia, Ed. 2000, ao nível do 5º andar, em prédio com elevador. Possui lugar de garagem com acesso direto ao elevador e sótão com luz, forrado em madeira envernizada e chão de cerâmica. Está equipado com aquecimento central a gás.",F,126,142,--,113,3,1997,5º Andar,2,Sim,1 Lug.
886,122031100-161,160000.0,20,Viseu,Viseu,Mundão,40.6956558741546,-7.87331342697144,122031100-161,Armazém,"Descrição   Terreno com Projeto Aprovado* para Armazém, bem localizado, na N229. O projeto contempla lote de 1585m2 com armazém organizado da seguinte forma: Piso -1: Armazém com área de 360m2; Piso RC: Armazém/Comércio/Serviços com área de 400m2; Piso 1: Escritórios, com área de 120m2.   Localizado numa zona de muita passagem, com montra de 40m à face da estrada N229 (Viseu - Sátão - Viseu), excelente para empresas que pretendam exposição.   Ligue, pois o futuro da sua empresa, pode passar por aqui!",NC,880,--,1 585,--,--,,--,0,Não,Não
887,124901005-1515,265000.0,1,Viseu,Viseu,Abraveses,,,124901005-1515,Apartamento,"Descrição   🏠 Descubra o Seu Refúgio Perfeito em Viseu! 🌟 Magnífico Apartamento T3 no 2º Andar Este apartamento oferece espaço e conforto, com três quartos espaçosos, incluindo uma suíte, todos equipados com roupeiros embutidos e varanda, proporcionando momentos de tranquilidade ao ar livre. Um escritório adicional oferece versatilidade para trabalhar ou estudar. 🍽️ Cozinha Mobilada e Equipada, com Lavandaria Adjacente A cozinha mobilada e equipada, juntamente com a lavandaria adjacente, torna a vida diária mais conveniente, proporcionando praticidade e organização. 🌡️ Conforto Durante Todas as Estações Desfrute do conforto durante todas as estações, graças ao ar condicionado e ao aquecimento central, garantindo um ambiente agradável em qualquer altura do ano. 🚗 Garagem Fechada e Elevador para Facilitar o Acesso A comodidade não fica por aí. Você terá uma garagem fechada para proteger o seu veículo e um elevador para facilitar o acesso. 🛒 Localização Estratégica com Facilidade de Acesso Localizado a uma curta distância do Continente, este apartamento está apenas a 1 km do centro da cidade de Viseu. Com acesso rápido ao nó do IP5, A25 e A24, a localização é perfeita para quem busca facilidade de locomoção. 📅 Agende Uma Visita e Faça Deste Apartamento o Seu Novo Lar! Não perca a oportunidade de fazer deste apartamento seu novo lar. Agende uma visita e descubra o conforto e a conveniência que ele oferece. Este é o local perfeito para viver a vida que você merece em Viseu.",C,133,163,133,133,3,2002,2º Andar,2,Sim,1 Lug.
888,124911005-1605,29950.0,20,Viseu,Oliveira de Frades,Destriz e Reigoso,40.6925888061523,-8.2621603012085,124911005-1605,Armazém,"Descrição   ***NOVO PREÇO*** Antes: 37.000€ Armazém localizado em Reigoso a apenas 2 minutos do acesso da A25. Implantado num terreno maioritariamente plano, com área total de 2430m2, conta com área bruta de construção de 147m2.  Possibilidade de alteração da afetação para habitação, podendo transformar a edificação numa fantástica moradia térrea com vistas desafogadas. Beneficia de excelentes acessos e proximidade à zona industrial de Reigoso e de Oliveira de Frades.   Marque a sua visita!",NC,147,--,2 430,147,--,,--,0,Não,Não
889,124951037-67,460000.0,11,Viseu,Resende,Resende,41.1063613891602,-7.96336317062378,124951037-67,Moradia,"Descrição   Quinta dos Troxeiros, com 15.500mt2 de terreno e uma moradia T4   Localização Privilegiada: Situada na encosta, esta moradia proporciona uma vista deslumbrante e única sobre as águas serenas do Rio Douro. Cada amanhecer e pôr do sol  transformam-se em espetáculos naturais inesquecíveis.    Espaços Amplos e Confortáveis: A moradia apresenta uma distribuição inteligente dos espaços, proporcionando conforto e funcionalidade. Os cômodos espaçosos garantem o bem-estar de toda a família.    Jardim Sereno: Além da vista deslumbrante, a propriedade conta com um jardim sereno, perfeito para momentos de relaxamento ao ar livre ou para confraternizações memoráveis.    Proximidade da Natureza: Resende é conhecida por sua paisagem natural deslumbrante.  Esta é uma oportunidade única para adquirir um pedaço do paraíso às margens do Rio Douro. Não perca a oportunidade de fazer parte desta experiência exclusiva. Entre em contato conosco para agendar uma visita e vivenciar pessoalmente a magia desta propriedade extraordinária.    Distâncias: ·       Porto: 85Km ·       Aeroporto do Porto: 90Km ·       Lisboa: 356Km ·       Resende: 1Km ·       Régua: 30Km ·       Baião: 20Km ·       Marco de Canavezes: 30Km ·       Pinhão: 55Km ·       Lamego: 27Km ·       Viseu: 67Km",F,221,--,15 800,221,4,1990,--,2,Não,3 Lug.
890,122031116-136,59900.0,21,Viseu,Mangualde,Freixiosa,40.6117287,-7.6759157,122031116-136,Terreno,"Descrição   Excelente terreno com a área de 10.282 m2, com viabilidade de construção, sito na freguesia da Freixiosa. Dispõe de frente com a Estrada Nacional nº 16, assim como com outras artérias publicas. Possui bons acessos, eletricidade à entrada do terreno e vistas desafogadas. Dista cerca de 5 minutos da cidade de Mangualde. Agende visita.",NC,--,--,10 282,--,--,,--,0,Não,Não
891,122031152-11,70000.0,21,Viseu,Viseu,Silgueiros,40.572240117769,-7.93122484502578,122031152-11,Terreno,"Descrição   Descrição da Propriedade com Diversas Oportunidades de Negócio em Silgueiros   Características da Propriedade: Terreno com 7,629 metros quadrados, parcialmente delimitado e vedado. Terreno cultivado com diversas árvores de fruto e um olival bem estabelecido. Poço em pleno funcionamento com instalação hidráulica para rega. Casa de apoio com cerca de 145 metros quadrados, eletricidade e água. Localização conveniente, a apenas 250 metros da estrada principal.   Investimento Contínuo: A propriedade é mantida em excelentes condições, preparada para cultivo e produtiva, não sendo um terreno abandonado. Situada em Silgueiros, uma freguesia rica em tradições e história, parte integrante do berço dos néctares do Dão, conhecida pela produção de vinhos premiados que conquistam paladares em Viseu e além-fronteiras. Além disso, a propriedade está a poucos quilómetros da Adega Cooperativa de Silgueiros, um ponto central na produção de vinhos de alta qualidade na região.   Potencialidades de Utilização: - Agricultura Produtiva: Este terreno fértil é ideal para expandir culturas existentes ou introduzir novas plantações, alinhando-se com a tradição vitivinícola local. - Agroturismo: A proximidade a Silgueiros oferece a oportunidade de criar um empreendimento de agroturismo, permitindo aos visitantes explorar a cultura vinícola local e desfrutar das vinhas premiadas. - Produção de Produtos Locais: O terreno é propício para produzir produtos locais de qualidade, como compotas, azeite e vinho, aproveitando a herança vinícola da região. - Horticultura e Floricultura: Além das árvores de fruto, o terreno é adequado para horticultura e produção de flores, oferecendo uma fonte adicional de renda. - Espaço de Lazer ao Ar Livre: O espaço pode ser adaptado para criar uma área de lazer ao ar livre, ideal para eventos, piqueniques e atividades recreativas.   Preço Aberto à Negociação: O valor da propriedade é flexível e sujeito a negociação, permitindo que os interessados explorem as inúmeras potencialidades de negócio.   Aceite o convite para conhecer Silgueiros, uma freguesia com uma rica herança vitivinícola, cultura e tradições, onde o vinho é uma parte fundamental da identidade local. Explore os trilhos históricos, aprecie as vinhas e desfrute das oportunidades que Silgueiros tem para oferecer!",NC,--,--,7 629,--,--,,--,0,Não,Não
892,122031118-80,155000.0,11,Viseu,Castro Daire,Moledo,40.8188133239746,-7.86664485931396,122031118-80,Moradia,"Descrição   Simpática Moradia T4 em Vila Meã, concelho de Castro Daire. Localiza-se a poucos minutos da EN2 e da A24 (nó de Rio de Mel). Apresentando uma arquitetura equilibrada, esta moradia possui 2 pisos com acessos independentes. No r/chão temos uma cozinha/sala com fogão a lenha, um quarto e uma casa de banho. No exterior, junto à cozinha, possui uma churrasqueira coberta e fechada para os dias quentes e mais frescos. O primeiro piso tem cozinha, sala, 3 quartos (sendo um suite com wc), e uma casa de banho comum. Possui ainda um terreno com várias arvores de fruto e zona jardinada. Encontrando-se numa das ruas principais da povoação, prima por bons acessos. A exposição solar é ótima e as vistas para a Serra são fantásticas. Este é o local ideal para quem privilegia a tranquilidade e beleza do campo. Venha e deixe-se encantar.",D,162,180,300,144,4,1997,--,3,Não,2 Lug.
